"Die x (mm)","Die y (mm)","Site 1 Layer 1 Thickness (nm)","Site 1 Layer 2 Thickness (nm)","Site 1 Original Point Order"
6.122,-16.837,221.6399,1999.496,786
5.612,-16.837,221.5616,1999.498,787
5.102,-16.837,221.5983,1999.49,788
4.592,-16.837,221.6629,1999.488,789
4.082,-16.837,221.6779,1999.519,790
3.571,-16.837,221.7539,1999.518,791
3.061,-16.837,221.7838,1999.536,792
2.551,-16.837,221.7467,1999.533,793
2.041,-16.837,221.7961,1999.558,794
1.531,-16.837,221.9536,1999.573,795
1.02,-16.837,221.8716,1999.523,796
0.51,-16.837,221.8631,1999.506,797
0,-16.837,221.8976,1999.558,798
-0.51,-16.837,221.8495,1999.534,799
-1.02,-16.837,221.8268,1999.557,800
-1.531,-16.837,221.9109,1999.521,801
-2.041,-16.837,221.9963,1999.546,802
-2.551,-16.837,221.8989,1999.557,803
-3.061,-16.837,221.9288,1999.555,804
-3.571,-16.837,221.8786,1999.538,805
-4.082,-16.837,221.8743,1999.539,806
-4.592,-16.837,221.9067,1999.567,807
-5.102,-16.837,221.9397,1999.555,808
-5.612,-16.837,221.905,1999.544,809
-6.122,-16.837,221.8008,1999.524,810
-6.633,-16.837,221.786,1999.564,811
-7.143,-16.837,221.8029,1999.565,812
-7.653,-16.837,221.6407,1999.525,813
-8.163,-16.837,221.6229,1999.571,814
-8.673,-16.837,221.8199,1999.572,815
-9.184,-16.837,221.9278,1999.559,816
-9.694,-16.837,221.9767,1999.585,817
-10.204,-16.837,222.0947,1999.6,818
-10.714,-16.837,222.263,1999.664,819
-11.224,-16.837,222.3427,1999.673,820
-11.735,-16.837,222.4508,1999.73,821
-12.245,-16.837,222.6272,1999.728,822
-12.755,-16.837,222.7165,1999.735,823
-13.265,-16.837,222.7205,1999.735,824
-13.776,-16.837,222.7399,1999.748,825
-14.286,-16.837,223.0134,1999.808,826
-14.796,-16.837,223.0415,1999.755,827
-15.306,-16.837,223.0002,1999.768,828
-15.816,-16.837,223.0608,1999.79,829
-16.327,-16.837,223.0914,1999.78,830
-16.837,-16.837,223.3031,1999.819,831
-17.347,-16.837,223.4262,1999.854,832
-17.857,-16.837,223.4816,1999.857,833
-18.367,-16.837,223.5269,1999.848,834
-18.878,-16.327,223.7089,1999.88,835
-18.367,-16.327,223.6823,1999.88,836
-17.857,-16.327,223.6982,1999.851,837
-17.347,-16.327,223.6608,1999.886,838
-16.837,-16.327,223.4579,1999.844,839
-16.327,-16.327,223.2899,1999.806,840
-15.816,-16.327,223.1727,1999.773,841
-15.306,-16.327,223.1789,1999.771,842
-14.796,-16.327,223.1697,1999.785,843
-14.286,-16.327,223.1978,1999.789,844
-13.776,-16.327,222.9852,1999.768,845
-13.265,-16.327,222.907,1999.786,846
-12.755,-16.327,222.8066,1999.737,847
-12.245,-16.327,222.7405,1999.744,848
-11.735,-16.327,222.5136,1999.705,849
-11.224,-16.327,222.2699,1999.692,850
-10.714,-16.327,222.1133,1999.585,851
-10.204,-16.327,222.0439,1999.581,852
-9.694,-16.327,222.0105,1999.549,853
-9.184,-16.327,221.9632,1999.563,854
-8.673,-16.327,221.877,1999.568,855
-8.163,-16.327,221.6391,1999.505,856
-7.653,-16.327,221.6458,1999.533,857
-7.143,-16.327,221.8171,1999.515,858
-6.633,-16.327,221.7894,1999.54,859
-6.122,-16.327,221.7909,1999.546,860
-5.612,-16.327,221.8246,1999.512,861
-5.102,-16.327,221.8454,1999.503,862
-4.592,-16.327,221.8539,1999.526,863
-4.082,-16.327,221.9059,1999.54,864
-3.571,-16.327,221.9374,1999.537,865
-3.061,-16.327,221.9918,1999.528,866
-2.551,-16.327,221.966,1999.534,867
-2.041,-16.327,221.9362,1999.538,868
-1.531,-16.327,221.8878,1999.548,869
-1.02,-16.327,221.8378,1999.519,870
-0.51,-16.327,221.946,1999.519,871
0,-16.327,221.9833,1999.537,872
0.51,-16.327,221.849,1999.542,873
1.02,-16.327,221.8799,1999.53,874
1.531,-16.327,222.0075,1999.565,875
2.041,-16.327,221.89,1999.512,876
2.551,-16.327,221.8852,1999.527,877
3.061,-16.327,221.8308,1999.526,878
3.571,-16.327,221.757,1999.497,879
4.082,-16.327,221.7428,1999.498,880
4.592,-16.327,221.7586,1999.526,881
5.102,-16.327,221.7636,1999.504,882
5.612,-16.327,221.7312,1999.486,883
6.122,-16.327,221.7858,1999.514,884
6.633,-16.327,221.9518,1999.516,885
7.143,-16.327,221.9012,1999.523,886
7.653,-16.327,221.731,1999.489,887
8.163,-16.327,221.8085,1999.466,888
8.673,-16.327,221.9113,1999.51,889
9.184,-16.327,221.9862,1999.521,890
9.694,-16.327,222.0893,1999.534,891
10.204,-16.327,222.1106,1999.523,892
10.714,-16.327,221.9985,1999.483,893
11.224,-16.327,221.9745,1999.505,894
11.735,-16.327,221.9557,1999.492,895
12.245,-16.327,221.9953,1999.479,896
12.755,-16.327,222.3108,1999.56,897
13.265,-16.327,222.4607,1999.563,898
13.776,-16.327,222.703,1999.622,899
14.286,-16.327,222.9098,1999.624,900
14.796,-16.327,223.19,1999.708,901
15.306,-16.327,223.3855,1999.731,902
15.816,-16.327,223.5233,1999.739,903
16.327,-16.327,223.6408,1999.737,904
16.837,-16.327,223.8898,1999.811,905
17.347,-16.327,223.9413,1999.807,906
17.857,-16.327,223.9167,1999.797,907
18.367,-16.327,224.0154,1999.809,908
18.878,-16.327,224.0782,1999.818,909
18.878,-15.816,224.1136,1999.818,910
18.367,-15.816,224.0747,1999.808,911
17.857,-15.816,224.0342,1999.798,912
17.347,-15.816,223.9635,1999.779,913
16.837,-15.816,223.8885,1999.785,914
16.327,-15.816,223.6465,1999.734,915
15.816,-15.816,223.5535,1999.749,916
15.306,-15.816,223.5015,1999.741,917
14.796,-15.816,223.3348,1999.719,918
14.286,-15.816,222.924,1999.638,919
13.776,-15.816,222.711,1999.583,920
13.265,-15.816,222.4493,1999.556,921
12.755,-15.816,222.3077,1999.539,922
12.245,-15.816,222.0766,1999.482,923
11.735,-15.816,221.9584,1999.465,924
11.224,-15.816,222.0254,1999.507,925
10.714,-15.816,222.1582,1999.533,926
10.204,-15.816,222.3331,1999.581,927
9.694,-15.816,222.3569,1999.619,928
9.184,-15.816,222.1706,1999.52,929
8.673,-15.816,222.0325,1999.515,930
8.163,-15.816,221.9919,1999.532,931
7.653,-15.816,222.0929,1999.532,932
7.143,-15.816,222.1487,1999.515,933
6.633,-15.816,222.1103,1999.531,934
6.122,-15.816,222.0073,1999.524,935
5.612,-15.816,221.969,1999.517,936
5.102,-15.816,221.9913,1999.49,937
4.592,-15.816,221.9497,1999.528,938
4.082,-15.816,221.8457,1999.501,939
3.571,-15.816,221.8238,1999.508,940
3.061,-15.816,221.8786,1999.507,941
2.551,-15.816,221.8516,1999.518,942
2.041,-15.816,221.8841,1999.507,943
1.531,-15.816,221.9328,1999.53,944
1.02,-15.816,221.9171,1999.511,945
0.51,-15.816,221.9788,1999.554,946
0,-15.816,221.9972,1999.541,947
-0.51,-15.816,221.9427,1999.526,948
-1.02,-15.816,221.9255,1999.559,949
-1.531,-15.816,221.9473,1999.554,950
-2.041,-15.816,222.0341,1999.524,951
-2.551,-15.816,221.9495,1999.521,952
-3.061,-15.816,221.9972,1999.565,953
-3.571,-15.816,221.9124,1999.552,954
-4.082,-15.816,221.8633,1999.527,955
-4.592,-15.816,221.8654,1999.545,956
-5.102,-15.816,221.8416,1999.524,957
-5.612,-15.816,221.7853,1999.517,958
-6.122,-15.816,221.8541,1999.525,959
-6.633,-15.816,221.7455,1999.546,960
-7.143,-15.816,221.7138,1999.51,961
-7.653,-15.816,221.7198,1999.52,962
-8.163,-15.816,221.7439,1999.532,963
-8.673,-15.816,221.8045,1999.561,964
-9.184,-15.816,221.9213,1999.551,965
-9.694,-15.816,221.9818,1999.576,966
-10.204,-15.816,222.113,1999.594,967
-10.714,-15.816,222.276,1999.663,968
-11.224,-15.816,222.4702,1999.691,969
-11.735,-15.816,222.7419,1999.714,970
-12.245,-15.816,222.8468,1999.748,971
-12.755,-15.816,222.9664,1999.759,972
-13.265,-15.816,223.0374,1999.769,973
-13.776,-15.816,223.1613,1999.807,974
-14.286,-15.816,223.2668,1999.81,975
-14.796,-15.816,223.2713,1999.79,976
-15.306,-15.816,223.3264,1999.804,977
-15.816,-15.816,223.4967,1999.851,978
-16.327,-15.816,223.5152,1999.87,979
-16.837,-15.816,223.6731,1999.895,980
-17.347,-15.816,223.8778,1999.913,981
-17.857,-15.816,223.9012,1999.927,982
-18.367,-15.816,223.8833,1999.913,983
-18.878,-15.816,223.8973,1999.891,984
-19.388,-15.306,224.0688,1999.912,985
-18.878,-15.306,224.1728,1999.945,986
-18.367,-15.306,224.1233,1999.954,987
-17.857,-15.306,224.0895,1999.935,988
-17.347,-15.306,224.0503,1999.928,989
-16.837,-15.306,223.8818,1999.904,990
-16.327,-15.306,223.8354,1999.861,991
-15.816,-15.306,223.7398,1999.876,992
-15.306,-15.306,223.5518,1999.847,993
-14.796,-15.306,223.4009,1999.809,994
-14.286,-15.306,223.2612,1999.799,995
-13.776,-15.306,223.2696,1999.796,996
-13.265,-15.306,223.2664,1999.781,997
-12.755,-15.306,223.1613,1999.784,998
-12.245,-15.306,223.0519,1999.754,999
-11.735,-15.306,222.9189,1999.729,1000
-11.224,-15.306,222.6877,1999.698,1001
-10.714,-15.306,222.3706,1999.647,1002
-10.204,-15.306,222.2341,1999.654,1003
-9.694,-15.306,222.0376,1999.569,1004
-9.184,-15.306,221.8335,1999.552,1005
-8.673,-15.306,221.752,1999.53,1006
-8.163,-15.306,221.7277,1999.508,1007
-7.653,-15.306,221.6695,1999.527,1008
-7.143,-15.306,221.6581,1999.476,1009
-6.633,-15.306,221.7713,1999.51,1010
-6.122,-15.306,221.7835,1999.53,1011
-5.612,-15.306,221.7088,1999.51,1012
-5.102,-15.306,221.7675,1999.5,1013
-4.592,-15.306,221.8312,1999.523,1014
-4.082,-15.306,221.7535,1999.526,1015
-3.571,-15.306,221.8234,1999.527,1016
-3.061,-15.306,221.8349,1999.502,1017
-2.551,-15.306,221.807,1999.503,1018
-2.041,-15.306,221.9611,1999.538,1019
-1.531,-15.306,222.0506,1999.553,1020
-1.02,-15.306,222.0166,1999.539,1021
-0.51,-15.306,221.9749,1999.555,1022
0,-15.306,221.9442,1999.504,1023
0.51,-15.306,221.9588,1999.539,1024
1.02,-15.306,221.9749,1999.54,1025
1.531,-15.306,221.9776,1999.505,1026
2.041,-15.306,221.9345,1999.525,1027
2.551,-15.306,222.0015,1999.552,1028
3.061,-15.306,221.9423,1999.497,1029
3.571,-15.306,222.0379,1999.502,1030
4.082,-15.306,222.0157,1999.518,1031
4.592,-15.306,222.1393,1999.525,1032
5.102,-15.306,222.1666,1999.541,1033
5.612,-15.306,222.2034,1999.519,1034
6.122,-15.306,222.1291,1999.533,1035
6.633,-15.306,222.1555,1999.527,1036
7.143,-15.306,222.3892,1999.576,1037
7.653,-15.306,222.4459,1999.62,1038
8.163,-15.306,222.3152,1999.605,1039
8.673,-15.306,222.1917,1999.521,1040
9.184,-15.306,222.1873,1999.546,1041
9.694,-15.306,222.4148,1999.581,1042
10.204,-15.306,222.4054,1999.596,1043
10.714,-15.306,222.3472,1999.595,1044
11.224,-15.306,222.2455,1999.569,1045
11.735,-15.306,222.1557,1999.501,1046
12.245,-15.306,222.1712,1999.488,1047
12.755,-15.306,222.3736,1999.585,1048
13.265,-15.306,222.5631,1999.575,1049
13.776,-15.306,222.6655,1999.609,1050
14.286,-15.306,222.9555,1999.599,1051
14.796,-15.306,223.3404,1999.701,1052
15.306,-15.306,223.5236,1999.727,1053
15.816,-15.306,223.4217,1999.703,1054
16.327,-15.306,223.5958,1999.714,1055
16.837,-15.306,223.9062,1999.779,1056
17.347,-15.306,223.9878,1999.78,1057
17.857,-15.306,224.0733,1999.789,1058
18.367,-15.306,224.1921,1999.822,1059
18.878,-15.306,224.1505,1999.792,1060
19.388,-15.306,224.093,1999.797,1061
19.898,-14.796,224.1781,1999.798,1062
19.388,-14.796,224.1131,1999.794,1063
18.878,-14.796,224.1278,1999.795,1064
18.367,-14.796,224.1609,1999.807,1065
17.857,-14.796,224.1776,1999.793,1066
17.347,-14.796,224.0625,1999.808,1067
16.837,-14.796,223.9233,1999.766,1068
16.327,-14.796,223.7324,1999.74,1069
15.816,-14.796,223.4967,1999.713,1070
15.306,-14.796,223.4646,1999.699,1071
14.796,-14.796,223.2406,1999.64,1072
14.286,-14.796,222.9002,1999.624,1073
13.776,-14.796,222.81,1999.614,1074
13.265,-14.796,222.7269,1999.614,1075
12.755,-14.796,222.4807,1999.551,1076
12.245,-14.796,222.3744,1999.557,1077
11.735,-14.796,222.3174,1999.551,1078
11.224,-14.796,222.4464,1999.574,1079
10.714,-14.796,222.356,1999.558,1080
10.204,-14.796,222.4786,1999.592,1081
9.694,-14.796,222.4625,1999.568,1082
9.184,-14.796,222.3572,1999.589,1083
8.673,-14.796,222.4163,1999.57,1084
8.163,-14.796,222.5864,1999.598,1085
7.653,-14.796,222.6851,1999.64,1086
7.143,-14.796,222.4793,1999.584,1087
6.633,-14.796,222.4296,1999.612,1088
6.122,-14.796,222.3901,1999.603,1089
5.612,-14.796,222.4727,1999.593,1090
5.102,-14.796,222.4193,1999.563,1091
4.592,-14.796,222.2645,1999.577,1092
4.082,-14.796,222.2439,1999.577,1093
3.571,-14.796,222.1981,1999.527,1094
3.061,-14.796,222.0862,1999.523,1095
2.551,-14.796,222.0503,1999.51,1096
2.041,-14.796,222.0532,1999.509,1097
1.531,-14.796,222.0619,1999.521,1098
1.02,-14.796,222.0568,1999.524,1099
0.51,-14.796,222.0254,1999.511,1100
0,-14.796,221.9901,1999.512,1101
-0.51,-14.796,221.964,1999.526,1102
-1.02,-14.796,221.9858,1999.536,1103
-1.531,-14.796,222.1097,1999.542,1104
-2.041,-14.796,221.941,1999.492,1105
-2.551,-14.796,221.8915,1999.521,1106
-3.061,-14.796,221.8401,1999.495,1107
-3.571,-14.796,221.8026,1999.49,1108
-4.082,-14.796,221.8398,1999.498,1109
-4.592,-14.796,221.8738,1999.53,1110
-5.102,-14.796,221.7605,1999.486,1111
-5.612,-14.796,221.6633,1999.489,1112
-6.122,-14.796,221.8283,1999.531,1113
-6.633,-14.796,221.847,1999.531,1114
-7.143,-14.796,221.7215,1999.527,1115
-7.653,-14.796,221.7219,1999.519,1116
-8.163,-14.796,221.7993,1999.517,1117
-8.673,-14.796,221.8252,1999.524,1118
-9.184,-14.796,222.0272,1999.555,1119
-9.694,-14.796,222.2687,1999.614,1120
-10.204,-14.796,222.407,1999.642,1121
-10.714,-14.796,222.4809,1999.655,1122
-11.224,-14.796,222.7157,1999.7,1123
-11.735,-14.796,223.0169,1999.721,1124
-12.245,-14.796,223.1159,1999.742,1125
-12.755,-14.796,223.289,1999.784,1126
-13.265,-14.796,223.2977,1999.788,1127
-13.776,-14.796,223.36,1999.819,1128
-14.286,-14.796,223.5311,1999.826,1129
-14.796,-14.796,223.7107,1999.872,1130
-15.306,-14.796,223.7462,1999.867,1131
-15.816,-14.796,223.7982,1999.873,1132
-16.327,-14.796,223.9606,1999.9,1133
-16.837,-14.796,224.0291,1999.901,1134
-17.347,-14.796,224.0455,1999.912,1135
-17.857,-14.796,224.1974,1999.913,1136
-18.367,-14.796,224.3265,1999.941,1137
-18.878,-14.796,224.3279,1999.938,1138
-19.388,-14.796,224.1277,1999.91,1139
-19.898,-14.796,224.1539,1999.903,1140
-20.408,-14.286,224.2193,1999.921,1141
-19.898,-14.286,224.2697,1999.927,1142
-19.388,-14.286,224.3157,1999.94,1143
-18.878,-14.286,224.4181,1999.959,1144
-18.367,-14.286,224.3972,1999.95,1145
-17.857,-14.286,224.3167,1999.945,1146
-17.347,-14.286,224.2046,1999.945,1147
-16.837,-14.286,224.1777,1999.939,1148
-16.327,-14.286,224.0254,1999.883,1149
-15.816,-14.286,223.8751,1999.876,1150
-15.306,-14.286,223.9077,1999.867,1151
-14.796,-14.286,223.929,1999.872,1152
-14.286,-14.286,223.6571,1999.819,1153
-13.776,-14.286,223.4847,1999.811,1154
-13.265,-14.286,223.4527,1999.805,1155
-12.755,-14.286,223.2713,1999.754,1156
-12.245,-14.286,223.0903,1999.734,1157
-11.735,-14.286,222.9839,1999.709,1158
-11.224,-14.286,222.7609,1999.698,1159
-10.714,-14.286,222.6093,1999.669,1160
-10.204,-14.286,222.5064,1999.653,1161
-9.694,-14.286,222.2796,1999.624,1162
-9.184,-14.286,222.0443,1999.53,1163
-8.673,-14.286,221.962,1999.517,1164
-8.163,-14.286,221.9391,1999.522,1165
-7.653,-14.286,221.8705,1999.488,1166
-7.143,-14.286,221.9244,1999.541,1167
-6.633,-14.286,221.8108,1999.496,1168
-6.122,-14.286,221.8495,1999.508,1169
-5.612,-14.286,221.793,1999.473,1170
-5.102,-14.286,221.8717,1999.501,1171
-4.592,-14.286,221.981,1999.522,1172
-4.082,-14.286,222.0049,1999.504,1173
-3.571,-14.286,221.8738,1999.505,1174
-3.061,-14.286,221.9444,1999.502,1175
-2.551,-14.286,221.9759,1999.527,1176
-2.041,-14.286,221.9748,1999.516,1177
-1.531,-14.286,222.0717,1999.547,1178
-1.02,-14.286,222.0857,1999.515,1179
-0.51,-14.286,221.9904,1999.524,1180
0,-14.286,222.0792,1999.527,1181
0.51,-14.286,222.1865,1999.502,1182
1.02,-14.286,222.2889,1999.612,1183
1.531,-14.286,222.1583,1999.555,1184
2.041,-14.286,222.0886,1999.504,1185
2.551,-14.286,222.1045,1999.511,1186
3.061,-14.286,222.2018,1999.542,1187
3.571,-14.286,222.3634,1999.563,1188
4.082,-14.286,222.3853,1999.581,1189
4.592,-14.286,222.4042,1999.611,1190
5.102,-14.286,222.5953,1999.621,1191
5.612,-14.286,222.7549,1999.638,1192
6.122,-14.286,222.6742,1999.626,1193
6.633,-14.286,222.6786,1999.626,1194
7.143,-14.286,222.6699,1999.598,1195
7.653,-14.286,222.7511,1999.634,1196
8.163,-14.286,222.771,1999.637,1197
8.673,-14.286,222.635,1999.611,1198
9.184,-14.286,222.5647,1999.608,1199
9.694,-14.286,222.6187,1999.625,1200
10.204,-14.286,222.5096,1999.602,1201
10.714,-14.286,222.4751,1999.544,1202
11.224,-14.286,222.5298,1999.586,1203
11.735,-14.286,222.4972,1999.585,1204
12.245,-14.286,222.5328,1999.575,1205
12.755,-14.286,222.6966,1999.596,1206
13.265,-14.286,222.755,1999.609,1207
13.776,-14.286,222.9059,1999.636,1208
14.286,-14.286,222.9514,1999.618,1209
14.796,-14.286,223.1713,1999.67,1210
15.306,-14.286,223.4331,1999.697,1211
15.816,-14.286,223.5914,1999.736,1212
16.327,-14.286,223.7849,1999.747,1213
16.837,-14.286,223.989,1999.784,1214
17.347,-14.286,224.0539,1999.779,1215
17.857,-14.286,224.1871,1999.795,1216
18.367,-14.286,224.1417,1999.819,1217
18.878,-14.286,224.1549,1999.805,1218
19.388,-14.286,224.1915,1999.822,1219
19.898,-14.286,224.1851,1999.809,1220
20.408,-14.286,224.1168,1999.806,1221
20.408,-13.776,224.2028,1999.808,1222
19.898,-13.776,224.1648,1999.797,1223
19.388,-13.776,224.1237,1999.782,1224
18.878,-13.776,224.0571,1999.778,1225
18.367,-13.776,223.9621,1999.746,1226
17.857,-13.776,224.1937,1999.814,1227
